id;awardyear;category;awarddate;motivation;prizeamount;prizeamountadjusted
679;1970;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1970-10-26;for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science;400000;3235593
40;1933;The Nobel Prize in Physics;NA;for the discovery of new productive forms of atomic theory;170332;5511251
254;1980;The Nobel Prize in Chemistry;1980-10-14;for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA;880000;2942067
764;2003;The Nobel Prize in Physiology or Medicine;2003-10-06;for their discoveries concerning magnetic resonance imaging;10000000;12021411
287;1997;The Nobel Prize in Chemistry;1997-10-15;for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP);7500000;9746426
302;1908;The Nobel Prize in Physiology or Medicine;NA;in recognition of their work on immunity;139800;7212924
723;2000;The Nobel Prize in Physiology or Medicine;2000-10-09;for their discoveries concerning signal transduction in the nervous system;9000000;11538617
476;1909;The Nobel Peace Prize;1909-12-10;for their prominent position in the international movement for peace and arbitration;139800;7212924
580;1910;The Nobel Prize in Literature;NA;as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories;140703;7259514
281;1995;The Nobel Prize in Chemistry;1995-10-11;for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone;7200000;9446598
246;1974;The Nobel Prize in Chemistry;1974-10-15;for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules;550000;3322627
197;1937;The Nobel Prize in Chemistry;NA;for his investigations on carotenoids, flavins and vitamins A and B2;158463;4801680
834;2008;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2008-10-13;for his analysis of trade patterns and location of economic activity;10000000;11124709
969;2018;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;NA;for integrating technological innovations into long-run macroeconomic analysis;9000000;9163200
922;2015;The Nobel Prize in Chemistry;2015-10-07;for mechanistic studies of DNA repair;8000000;8536613
346;1948;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the high efficiency of DDT as a contact poison against several arthropods;159773;3112313
995;2020;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2020-10-12;for improvements to auction theory and inventions of new auction formats;10000000;10000000
173;1912;The Nobel Prize in Chemistry;NA;for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years;140476;6876120
70;1958;The Nobel Prize in Physics;NA;for the discovery and the interpretation of the Cherenkov effect;214559;2694692
610;1938;The Nobel Prize in Literature;NA;for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces;155077;4625656
51;1946;The Nobel Prize in Physics;NA;for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics;121524;2549333
477;1910;The Nobel Peace Prize;1910-12-10;for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement;140703;7259514
856;2010;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2010-10-11;for their analysis of markets with search frictions;10000000;11015580
769;2003;The Nobel Prize in Chemistry;2003-10-08;for the discovery of water channels;10000000;12021411
455;1996;The Nobel Prize in Physiology or Medicine;1996-10-07;for their discoveries concerning the specificity of the cell mediated immune defence;7400000;9662517
195;1936;The Nobel Prize in Chemistry;NA;for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases;159850;5002519
815;2007;The Nobel Prize in Physics;2007-10-09;for the discovery of Giant Magnetoresistance;10000000;11506932
980;2019;The Nobel Prize in Literature;2019-10-10;for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience;9000000;9000000
888;2013;The Nobel Prize in Physics;2013-10-08;for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider;8000000;8517568
370;1960;The Nobel Prize in Physiology or Medicine;1960-10-20;for discovery of acquired immunological tolerance;225987;2713265
251;1978;The Nobel Prize in Chemistry;1978-10-17;for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory;725000;2951013
383;1966;The Nobel Prize in Physiology or Medicine;NA;for his discovery of tumour-inducing viruses;300000;2835149
518;1959;The Nobel Peace Prize;1959-11-05;for his longstanding contribution to the cause of disarmament and peace;220678;2753427
351;1950;The Nobel Prize in Physiology or Medicine;NA;for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects;164304;3105508
107;1977;The Nobel Prize in Physics;1977-10-11;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems;700000;3136854
9;1905;The Nobel Prize in Physics;NA;for his work on cathode rays;138089;7753291
449;1993;The Nobel Prize in Physiology or Medicine;1993-10-11;for their discoveries of split genes;6700000;9208279
5;1903;The Nobel Prize in Physics;NA;in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel;141358;7936836
141;1991;The Nobel Prize in Physics;1991-10-16;for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers;6000000;8831149
3;1902;The Nobel Prize in Physics;NA;in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena;141847;8205634
64;1955;The Nobel Prize in Physics;1955-11-02;for his precision determination of the magnetic moment of the electron;190214;2730214
561;1995;The Nobel Peace Prize;1995-10-13;for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms;7200000;9446598
110;1978;The Nobel Prize in Physics;1978-10-17;for his basic inventions and discoveries in the area of low-temperature physics;725000;2951013
583;1913;The Nobel Prize in Literature;NA;because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West;143010;7000156
677;1969;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;NA;for having developed and applied dynamic models for the analysis of economic processes;375000;3239253
385;1967;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the primary physiological and chemical visual processes in the eye;320000;2895166
941;2017;The Nobel Prize in Physics;2017-10-03;for decisive contributions to the LIGO detector and the observation of gravitational waves;9000000;9342577
511;1950;The Nobel Peace Prize;1950-09-22;for his work as mediator in Palestine in 1948-1949;164304;3105508
863;2011;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the dendritic cell and its role in adaptive immunity;10000000;10736783
466;1903;The Nobel Peace Prize;1903-12-10;for his longstanding and devoted effort in favour of the ideas of peace and arbitration;141358;7936836
885;2013;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells;8000000;8517568
753;2002;The Nobel Prize in Physics;2002-10-08;for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos;10000000;12252888
989;2020;The Nobel Prize in Physics;2020-10-06;for the discovery of a supermassive compact object at the centre of our galaxy;10000000;10000000
713;1994;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1994-10-11;for their pioneering analysis of equilibria in the theory of non-cooperative games;7000000;9417195
407;1975;The Nobel Prize in Physiology or Medicine;1975-10-16;for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell;630000;3465908
526;1968;The Nobel Peace Prize;1968-10-09;for his struggle to ensure the rights of man as stipulated in the UN Declaration;350000;3107674
755;2002;The Nobel Prize in Physics;2002-10-08;for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources;10000000;12252888
774;2004;The Nobel Prize in Physiology or Medicine;2004-10-04;for their discoveries of odorant receptors and the organization of the olfactory system;10000000;11976161
286;1996;The Nobel Prize in Chemistry;1996-10-09;for their discovery of fullerenes;7400000;9662517
140;1990;The Nobel Prize in Physics;1990-10-17;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics;4000000;6443882
851;2010;The Nobel Prize in Chemistry;2010-10-06;for palladium-catalyzed cross couplings in organic synthesis;10000000;11015580
949;2017;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2017-10-09;for his contributions to behavioural economics;9000000;9342577
946;2017;The Nobel Prize in Chemistry;2017-10-04;for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution;9000000;9342577
448;1993;The Nobel Prize in Physiology or Medicine;1993-10-11;for their discoveries of split genes;6700000;9208279
198;1938;The Nobel Prize in Chemistry;NA;for his work on carotenoids and vitamins;155077;4625656
215;1952;The Nobel Prize in Chemistry;NA;for their invention of partition chromatography;171135;2592831
86;1965;The Nobel Prize in Physics;NA;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;282000;2833358
276;1991;The Nobel Prize in Chemistry;NA;for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy;6000000;8831149
796;2005;The Nobel Prize in Chemistry;2005-10-05;for the development of the metathesis method in organic synthesis;10000000;11923798
698;1984;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1984-10-18;for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis;1650000;3850672
176;1915;The Nobel Prize in Chemistry;1915-11-11;for his researches on plant pigments, especially chlorophyll;149223;6330371
182;1925;The Nobel Prize in Chemistry;NA;for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry;118165;3269232
554;1992;The Nobel Peace Prize;1992-10-16;for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples;6500000;9350791
435;1986;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of growth factors;2000000;4172678
258;1981;The Nobel Prize in Chemistry;1981-10-19;for their theories, developed independently, concerning the course of chemical reactions;1000000;2982813
28;1923;The Nobel Prize in Physics;NA;for his work on the elementary charge of electricity and on the photoelectric effect;114935;3226631
155;1998;The Nobel Prize in Physics;1998-10-13;for their discovery of a new form of quantum fluid with fractionally charged excitations;7600000;9889843
996;2020;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2020-10-12;for improvements to auction theory and inventions of new auction formats;10000000;10000000
231;1965;The Nobel Prize in Chemistry;NA;for his outstanding achievements in the art of organic synthesis;282000;2833358
308;1914;The Nobel Prize in Physiology or Medicine;1915-10-29;for his work on the physiology and pathology of the vestibular apparatus;146900;7190567
717;1997;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1997-10-14;for a new method to determine the value of derivatives;7500000;9746426
151;1996;The Nobel Prize in Physics;1996-10-09;for their discovery of superfluidity in helium-3;7400000;9662517
502;1937;The Nobel Peace Prize;1937-11-18;for his tireless effort in support of the League of Nations, disarmament and peace;158463;4801680
714;1995;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1995-10-10;for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy;7200000;9446598
284;1996;The Nobel Prize in Chemistry;1996-10-09;for their discovery of fullerenes;7400000;9662517
771;2003;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2003-10-08;for methods of analyzing economic time series with time-varying volatility (ARCH);10000000;12021411
458;1998;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system;7600000;9889843
848;2010;The Nobel Prize in Physiology or Medicine;NA;for the development of in vitro fertilization;10000000;11015580
795;2005;The Nobel Prize in Chemistry;2005-10-05;for the development of the metathesis method in organic synthesis;10000000;11923798
75;1961;The Nobel Prize in Physics;NA;for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons;250233;2930643
271;1988;The Nobel Prize in Chemistry;1988-10-19;for the determination of the three-dimensional structure of a photosynthetic reaction centre;2500000;4729931
799;2005;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2005-10-10;for having enhanced our understanding of conflict and cooperation through game-theory analysis;10000000;11923798
878;2012;The Nobel Prize in Chemistry;2012-10-10;for studies of G-protein-coupled receptors;8000000;8512821
896;2013;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2013-10-14;for their empirical analysis of asset prices;8000000;8517568
297;1905;The Nobel Prize in Physiology or Medicine;NA;for his investigations and discoveries in relation to tuberculosis;138089;7753291
701;1987;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1987-10-21;for his contributions to the theory of economic growth;2175000;4352280
720;1999;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1999-10-13;for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas;7900000;10231411
232;1966;The Nobel Prize in Chemistry;NA;for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method;300000;2835149
96;1972;The Nobel Prize in Physics;NA;for their jointly developed theory of superconductivity, usually called the BCS-theory;480000;3406394
709;1993;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1993-10-12;for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change;6700000;9208279
388;1968;The Nobel Prize in Physiology or Medicine;NA;for their interpretation of the genetic code and its function in protein synthesis;350000;3107674
112;1978;The Nobel Prize in Physics;1978-10-17;for their discovery of cosmic microwave background radiation;725000;2951013
770;2003;The Nobel Prize in Chemistry;2003-10-08;for structural and mechanistic studies of ion channels;10000000;12021411
399;1972;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the chemical structure of antibodies;480000;3406394
822;2007;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2007-10-15;for having laid the foundations of mechanism design theory;10000000;11506932
806;2006;The Nobel Prize in Chemistry;2006-10-04;for his studies of the molecular basis of eukaryotic transcription;10000000;11762169
411;1977;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the peptide hormone production of the brain;700000;3136854
609;1937;The Nobel Prize in Literature;NA;for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>;158463;4801680
988;2020;The Nobel Prize in Physics;2020-10-06;for the discovery that black hole formation is a robust prediction of the general theory of relativity;10000000;10000000
422;1981;The Nobel Prize in Physiology or Medicine;1981-10-09;for his discoveries concerning the functional specialization of the cerebral hemispheres;1000000;2982813
831;2008;The Nobel Prize in Chemistry;2008-10-08;for the discovery and development of the green fluorescent protein, GFP;10000000;11124709
456;1996;The Nobel Prize in Physiology or Medicine;1996-10-07;for their discoveries concerning the specificity of the cell mediated immune defence;7400000;9662517
584;1915;The Nobel Prize in Literature;1916-11-09;as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings;149223;6330371
234;1967;The Nobel Prize in Chemistry;NA;for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy;320000;2895166
707;1991;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1991-10-15;for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy;6000000;8831149
294;1902;The Nobel Prize in Physiology or Medicine;NA;for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it;141847;8205634
413;1977;The Nobel Prize in Physiology or Medicine;NA;for the development of radioimmunoassays of peptide hormones;700000;3136854
791;2005;The Nobel Prize in Physics;2005-10-04;for his contribution to the quantum theory of optical coherence;10000000;11923798
578;1908;The Nobel Prize in Literature;NA;in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life;139800;7212924
76;1961;The Nobel Prize in Physics;NA;for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name;250233;2930643
277;1992;The Nobel Prize in Chemistry;1992-10-12;for his contributions to the theory of electron transfer reactions in chemical systems;6500000;9350791
577;1907;The Nobel Prize in Literature;NA;in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author;138796;7161123
143;1993;The Nobel Prize in Physics;1993-10-13;for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation;6700000;9208279
742;2001;The Nobel Prize in Chemistry;2001-10-10;for their work on chirally catalysed hydrogenation reactions;10000000;12518033
84;1965;The Nobel Prize in Physics;NA;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;282000;2833358
603;1930;The Nobel Prize in Literature;NA;for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters;172947;5158685
339;1945;The Nobel Prize in Physiology or Medicine;NA;for the discovery of penicillin and its curative effect in various infectious diseases;121333;2545326
693;1979;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1979-10-16;for their pioneering research into economic development research with particular consideration of the problems of developing countries;800000;3042231
488;1925;The Nobel Peace Prize;1926-12-10;for his crucial role in bringing about the Locarno Treaty;118165;3269232
394;1970;The Nobel Prize in Physiology or Medicine;1970-10-15;for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation;400000;3235593
37;1930;The Nobel Prize in Physics;NA;for his work on the scattering of light and for the discovery of the effect named after him;172947;5158685
323;1932;The Nobel Prize in Physiology or Medicine;NA;for their discoveries regarding the functions of neurons;171753;5375024
219;1956;The Nobel Prize in Chemistry;NA;for their researches into the mechanism of chemical reactions;200123;2748452
369;1960;The Nobel Prize in Physiology or Medicine;1960-10-20;for discovery of acquired immunological tolerance;225987;2713265
320;1929;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the growth-stimulating vitamins;172760;4996952
965;2018;The Nobel Prize in Chemistry;2018-10-03;for the phage display of peptides and antibodies;9000000;9163200
285;1996;The Nobel Prize in Chemistry;1996-10-09;for their discovery of fullerenes;7400000;9662517
330;1936;The Nobel Prize in Physiology or Medicine;NA;for their discoveries relating to chemical transmission of nerve impulses;159850;5002519
341;1945;The Nobel Prize in Physiology or Medicine;NA;for the discovery of penicillin and its curative effect in various infectious diseases;121333;2545326
932;2016;The Nobel Prize in Chemistry;2016-10-05;for the design and synthesis of molecular machines;8000000;8451577
437;1988;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of important principles for drug treatment;2500000;4729931
874;2012;The Nobel Prize in Physiology or Medicine;NA;for the discovery that mature cells can be reprogrammed to become pluripotent;8000000;8512821
375;1963;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane;265000;2890771
812;2007;The Nobel Prize in Physiology or Medicine;2007-10-08;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells;10000000;11506932
108;1977;The Nobel Prize in Physics;1977-10-11;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems;700000;3136854
498;1933;The Nobel Peace Prize;1934-12-10;for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace;170332;5511251
737;2001;The Nobel Prize in Physiology or Medicine;2001-10-08;for their discoveries of key regulators of the cell cycle;10000000;12518033
971;2019;The Nobel Prize in Physiology or Medicine;2019-10-07;for their discoveries of how cells sense and adapt to oxygen availability;9000000;9000000
765;2003;The Nobel Prize in Physiology or Medicine;2003-10-06;for their discoveries concerning magnetic resonance imaging;10000000;12021411
207;1947;The Nobel Prize in Chemistry;NA;for his investigations on plant products of biological importance, especially the alkaloids;146115;2967378
163;1904;The Nobel Prize in Chemistry;NA;in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system;140859;7908819
242;1972;The Nobel Prize in Chemistry;NA;for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule;480000;3406394
457;1997;The Nobel Prize in Physiology or Medicine;1997-10-06;for his discovery of Prions - a new biological principle of infection;7500000;9746426
434;1986;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of growth factors;2000000;4172678
910;2014;The Nobel Prize in Chemistry;2014-10-08;for the development of super-resolved fluorescence microscopy;8000000;8531844
152;1997;The Nobel Prize in Physics;1997-10-15;for development of methods to cool and trap atoms with laser light;7500000;9746426
115;1979;The Nobel Prize in Physics;1979-10-15;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current;800000;3042231
122;1983;The Nobel Prize in Physics;1983-10-19;for his theoretical studies of the physical processes of importance to the structure and evolution of the stars;1500000;3782695
569;1901;The Nobel Prize in Literature;NA;in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect;150782;8722510
425;1982;The Nobel Prize in Physiology or Medicine;1982-10-11;for their discoveries concerning prostaglandins and related biologically active substances;1150000;3158777
436;1987;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the genetic principle for generation of antibody diversity;2175000;4352280
162;1903;The Nobel Prize in Chemistry;NA;in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation;141358;7936836
924;2015;The Nobel Prize in Literature;2015-10-08;for her polyphonic writings, a monument to suffering and courage in our time;8000000;8536613
750;2002;The Nobel Prize in Physiology or Medicine;2002-10-07;for their discoveries concerning genetic regulation of organ development and programmed cell death';10000000;12252888
999;2021;The Nobel Prize in Physics;2021-10-05;for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming;10000000;10000000
619;1948;The Nobel Prize in Literature;NA;for his outstanding, pioneer contribution to present-day poetry;159773;3112313
350;1950;The Nobel Prize in Physiology or Medicine;NA;for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects;164304;3105508
919;2015;The Nobel Prize in Physics;2015-10-06;for the discovery of neutrino oscillations, which shows that neutrinos have mass;8000000;8536613
959;2018;The Nobel Prize in Physiology or Medicine;NA;for their discovery of cancer therapy by inhibition of negative immune regulation;9000000;9163200
871;2011;The Nobel Peace Prize;2011-10-07;for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work;10000000;10736783
551;1989;The Nobel Peace Prize;1989-10-05;for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people;3000000;5337372
183;1926;The Nobel Prize in Chemistry;NA;for his work on disperse systems;116960;3332487
303;1909;The Nobel Prize in Physiology or Medicine;NA;for his work on the physiology, pathology and surgery of the thyroid gland;139800;7212924
571;1902;The Nobel Prize in Literature;NA;the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>;141847;8205634
793;2005;The Nobel Prize in Physics;2005-10-04;for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique;10000000;11923798
470;1906;The Nobel Peace Prize;1906-12-10;for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia;138536;7556149
175;1914;The Nobel Prize in Chemistry;1915-11-11;in recognition of his accurate determinations of the atomic weight of a large number of chemical elements;146900;7190567
692;1979;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1979-10-16;for their pioneering research into economic development research with particular consideration of the problems of developing countries;800000;3042231
842;2009;The Nobel Prize in Chemistry;2009-10-07;for studies of the structure and function of the ribosome;10000000;11157218
800;2005;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2005-10-10;for having enhanced our understanding of conflict and cooperation through game-theory analysis;10000000;11923798
886;2013;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells;8000000;8517568
325;1933;The Nobel Prize in Physiology or Medicine;NA;for his discoveries concerning the role played by the chromosome in heredity;170332;5511251
357;1954;The Nobel Prize in Physiology or Medicine;NA;for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue;181647;2688094
872;2011;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2011-10-10;for their empirical research on cause and effect in the macroeconomy;10000000;10736783
602;1929;The Nobel Prize in Literature;NA;principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature;172760;4996952
274;1989;The Nobel Prize in Chemistry;1989-10-12;for their discovery of catalytic properties of RNA;3000000;5337372
736;2001;The Nobel Prize in Physiology or Medicine;2001-10-08;for their discoveries of key regulators of the cell cycle;10000000;12518033
687;1975;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1975-10-14;for their contributions to the theory of optimum allocation of resources;630000;3465908
478;1911;The Nobel Peace Prize;1911-12-10;for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations;140695;7460743
921;2015;The Nobel Prize in Chemistry;2015-10-07;for mechanistic studies of DNA repair;8000000;8536613
868;2011;The Nobel Prize in Literature;2011-10-06;because, through his condensed, translucent images, he gives us fresh access to reality;10000000;10736783
670;1993;The Nobel Prize in Literature;NA;who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality;6700000;9208279
424;1981;The Nobel Prize in Physiology or Medicine;1981-10-09;for their discoveries concerning information processing in the visual system;1000000;2982813
828;2008;The Nobel Prize in Physics;2008-10-07;for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature;10000000;11124709
703;1989;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1989-10-11;for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures;3000000;5337372
69;1957;The Nobel Prize in Physics;NA;for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles;208629;2746709
918;2015;The Nobel Prize in Physiology or Medicine;NA;for her discoveries concerning a novel therapy against Malaria;8000000;8536613
395;1970;The Nobel Prize in Physiology or Medicine;1970-10-15;for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation;400000;3235593
748;2001;The Nobel Peace Prize;2001-10-12;for their work for a better organized and more peaceful world;10000000;12518033
525;1965;The Nobel Peace Prize;1965-10-26;for its effort to enhance solidarity between nations and reduce the difference between rich and poor states;282000;2833358
550;1988;The Nobel Peace Prize;1988-09-29;for preventing armed clashes and creating conditions for negotiations;2500000;4729931
747;2001;The Nobel Prize in Literature;2001-10-11;for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories;10000000;12518033
117;1980;The Nobel Prize in Physics;1980-10-12;for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons;880000;2942067
841;2009;The Nobel Prize in Chemistry;2009-10-07;for studies of the structure and function of the ribosome;10000000;11157218
585;1916;The Nobel Prize in Literature;1916-11-09;in recognition of his significance as the leading representative of a new era in our literature;131793;4933193
760;2002;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2002-10-09;for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms;10000000;12252888
653;1977;The Nobel Prize in Literature;NA;for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars;700000;3136854
42;1936;The Nobel Prize in Physics;NA;for his discovery of cosmic radiation;159850;5002519
172;1912;The Nobel Prize in Chemistry;NA;for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry;140476;6876120
218;1955;The Nobel Prize in Chemistry;1955-11-02;for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone;190214;2730214
767;2003;The Nobel Prize in Physics;2003-10-07;for pioneering contributions to the theory of superconductors and superfluids;10000000;12021411
248;1975;The Nobel Prize in Chemistry;1975-10-17;for his research into the stereochemistry of organic molecules and reactions;630000;3465908
255;1980;The Nobel Prize in Chemistry;1980-10-14;for their contributions concerning the determination of base sequences in nucleic acids;880000;2942067
67;1956;The Nobel Prize in Physics;NA;for their researches on semiconductors and their discovery of the transistor effect;200123;2748452
347;1949;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs;156290;2983576
290;1998;The Nobel Prize in Chemistry;1998-10-13;for his development of the density-functional theory;7600000;9889843
